location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,
Location where data was measured,City containing location,Country containing measurement in 2 letter ISO code,Name of the Pollutant being measured. Allowed values: PM25| PM10| SO2| NO2| O3| CO| BC,Latest measured value for the pollutant,The datetime at which the pollutant was measured| in ISO 8601 format,The unit the value was measured in coded by UCUM Code,Name of the source of the data,Latitude in decimal degrees. Precision >3 decimal points.,Longitude in decimal degrees. Precision >3 decimal points.,The number of hours the value was averaged over.,
Sparks,Reno-Sparks,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,39.54092,-119.746765,1.0,
Sparks,Reno-Sparks,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.54092,-119.746765,1.0,
Sparks,Reno-Sparks,US,pm10,15.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.54092,-119.746765,1.0,
Incline,Reno-Sparks,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,39.25044,-119.95674,1.0,
Plumb-Kit,Reno-Sparks,US,pm10,33.0,2018-01-04 13:00:00+00:00,µg/m³,AirNow,39.506,-119.789,1.0,
South Reno,Reno-Sparks,US,o3,0.033,2019-04-01 19:00:00+00:00,ppm,AirNow,39.46922,-119.77535,1.0,
South Reno,Reno-Sparks,US,pm10,12.0,2018-01-07 17:00:00+00:00,µg/m³,AirNow,39.46922,-119.77535,1.0,
Wadsworth-NV,Reno-Sparks,US,pm10,32.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.6367,-119.2889,1.0,
Lemmon Valley,Reno-Sparks,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,39.645,-119.842,1.0,
Lemmon Valley,Reno-Sparks,US,co,0.9,2017-01-19 16:00:00+00:00,ppm,AirNow,39.645,-119.842,1.0,
Spanish Springs,Reno-Sparks,US,pm10,17.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.621464,-119.718735,1.0,
Spanish Springs,Reno-Sparks,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.621464,-119.718735,1.0,
Spanish Springs,Reno-Sparks,US,o3,0.034,2019-04-01 19:00:00+00:00,ppm,AirNow,39.621464,-119.718735,1.0,
LEGGETT,Rocky Mount,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,35.9889,-77.5867,1.0,
LEGGETT,Rocky Mount,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.9889,-77.5867,1.0,
Manteca,SAN JOAQUIN,US,pm10,15.0,2017-12-26 03:00:00+00:00,µg/m³,AirNow,37.8027,-121.2208,1.0,
Manteca,SAN JOAQUIN,US,pm25,48.0,2017-12-25 06:00:00+00:00,µg/m³,AirNow,37.8027,-121.2208,1.0,
SENEY,SCHOOLCRAFT,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,46.2889,-85.9503,1.0,
SENEY,SCHOOLCRAFT,US,pm25,1.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.2889,-85.9503,1.0,
Meraux,ST. BERNARD,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,29.94,-89.92,1.0,
New Milford,SUSQUEHANNA,US,pm25,3.2,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.867336,-75.6866,1.0,
Selma C301,San Antonio,US,pm25,9.8,2017-12-29 09:00:00+00:00,µg/m³,AirNow,29.5875,-98.3122,1.0,
Camp Bullis C58,San Antonio,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,29.6322,-98.565,1.0,
Calaveras Lake C59,San Antonio,US,pm25,9.1,2018-11-06 16:00:00+00:00,µg/m³,AirNow,29.2753,-98.3117,1.0,
Calaveras Lake C59,San Antonio,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,29.2753,-98.3117,1.0,
Heritage Middle Scho,San Antonio,US,pm25,1.3,2018-02-21 20:00:00+00:00,µg/m³,AirNow,29.35291,-98.33284,1.0,
San Antonio Northwes,San Antonio,US,pm25,7.0,2018-11-05 17:00:00+00:00,µg/m³,AirNow,29.515,-98.62,1.0,
San Antonio Northwes,San Antonio,US,o3,0.041,2019-04-01 19:00:00+00:00,ppm,AirNow,29.515,-98.62,1.0,
San Antonio Old Hwy9,San Antonio,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,29.423933,-98.580505,1.0,
San Antonio Palo Alt,San Antonio,US,pm25,0.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,29.332804,-98.5514,1.0,
Cove Mountain - GSMN,Sevierville,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,35.6967,-83.6089,1.0,
TK Gregg,Spartanburg,US,pm25,1.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,34.9556,-81.9248,1.0,
North Spartanburg FS,Spartanburg,US,o3,0.056,2019-04-01 19:00:00+00:00,ppm,AirNow,34.9886,-82.0756,1.0,
WARE,Springfield,US,pm25,0.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.2983,-72.3344,1.0,
WARE,Springfield,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,42.2983,-72.3344,1.0,
WARE,Springfield,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,42.2983,-72.3344,1.0,
WARE,Springfield,US,no2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,42.2983,-72.3344,1.0,
Mud Run,Springfield,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,39.85567,-83.99773,1.0,
Mud Run,Springfield,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.85567,-83.99773,1.0,
SPFD_IB,Springfield,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,39.831524,-89.64092,1.0,
CHARLSTN,Springfield,US,so2,0.001,2017-01-04 16:00:00+00:00,ppm,AirNow,37.122562,-93.26316,1.0,
CHICOPEE,Springfield,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,42.1944,-72.5556,1.0,
CHICOPEE,Springfield,US,co,0.25,2018-01-19 14:00:00+00:00,ppm,AirNow,42.1944,-72.5556,1.0,
CHICOPEE,Springfield,US,pm25,-1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.1944,-72.5556,1.0,
CHICOPEE,Springfield,US,no2,0.0,2019-04-01 15:00:00+00:00,ppm,AirNow,42.1944,-72.5556,1.0,
Springfield,Springfield,US,co,0.1,2018-04-24 01:00:00+00:00,ppm,AirNow,42.1086,-72.5911,1.0,
Springfield,Springfield,US,so2,0.0,2018-04-24 01:00:00+00:00,ppm,AirNow,42.1086,-72.5911,1.0,
Springfield,Springfield,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,42.1086,-72.5911,1.0,
Springfield,Springfield,US,pm25,3.0,2018-04-23 15:00:00+00:00,µg/m³,AirNow,42.1086,-72.5911,1.0,
Springfield,Springfield,US,no2,0.009,2018-04-24 01:00:00+00:00,ppm,AirNow,42.1086,-72.5911,1.0,
Hillcrest HS,Springfield,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,37.25607,-93.29969,1.0,
Hillcrest HS,Springfield,US,pm10,7.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,37.25607,-93.29969,1.0,
Hillcrest HS,Springfield,US,pm25,5.2,2019-04-01 20:00:00+00:00,µg/m³,AirNow,37.25607,-93.29969,1.0,
Springfield PM,Springfield,US,pm25,4.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.92882,-83.80949,1.0,
James River-South,Springfield,US,so2,0.001,2017-01-04 15:00:00+00:00,ppm,AirNow,37.10446,-93.25339,1.0,
Summerville,Summerville,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,34.4742,-85.4081,1.0,
St. Marks Wildlife R,Tallahassee,US,pm25,5.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.0842,-84.1617,1.0,
St. Marks Wildlife R,Tallahassee,US,o3,0.027,2019-04-01 19:00:00+00:00,ppm,AirNow,30.0842,-84.1617,1.0,
St. Marks Wildlife R,Tallahassee,US,co,0.11,2017-04-21 11:00:00+00:00,ppm,AirNow,30.0842,-84.1617,1.0,
Tallahassee Communit,Tallahassee,US,o3,0.03,2019-04-01 19:00:00+00:00,ppm,AirNow,30.4397,-84.3483,1.0,
Tallahassee Communit,Tallahassee,US,pm25,3.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.4397,-84.3483,1.0,
Sandcut,Terre Haute,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,39.5642,-87.3253,1.0,
Terre Haute-Lafayett,Terre Haute,US,pm25,16.0,2016-03-13 05:00:00+00:00,µg/m³,AirNow,39.4861,-87.4014,1.0,
Terre Haute-Lafayett,Terre Haute,US,o3,0.042,2019-03-28 05:00:00+00:00,ppm,AirNow,39.4861,-87.4014,1.0,
Terre Haute-Lafayett,Terre Haute,US,so2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,39.4861,-87.4014,1.0,
Walla Walla-12th St,Walla Walla,US,pm25,4.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.0588,-118.3514,1.0,
Burbank-Maple Street,Walla Walla,US,pm10,20.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.2001,-119.0084,1.0,
Abington,Willimantic,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,41.8402,-72.01,1.0,
Billings Coburn Rd,YELLOWSTONE,US,so2,0.006,2019-04-01 18:00:00+00:00,ppm,AirNow,45.78658,-108.45878,1.0,
Billlings Lockwood,YELLOWSTONE,US,pm25,5.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.80636,-108.42655,1.0,
Downs Park,ANNE ARUNDEL,US,o3,0.021,2018-08-29 12:00:00+00:00,ppm,AirNow,39.10995,-76.433075,1.0,
Brigham City,Brigham City,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4928,-112.0187,1.0,
Brigham City,Brigham City,US,no2,0.003,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4928,-112.0187,1.0,
Brigham City,Brigham City,US,pm25,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.4928,-112.0187,1.0,
Chesterfield,CHESTERFIELD,US,pm25,0.3,2019-04-01 14:00:00+00:00,µg/m³,AirNow,34.6153,-80.1989,1.0,
Chesterfield,CHESTERFIELD,US,o3,0.055,2019-04-01 18:00:00+00:00,ppm,AirNow,34.6153,-80.1989,1.0,
COGGON,Cedar Rapids,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,42.2806,-91.5269,1.0,
KIRKWOOD,Cedar Rapids,US,o3,0.032,2017-07-03 14:00:00+00:00,ppm,AirNow,41.9106,-91.6519,1.0,
TAIT CUMMINS,Cedar Rapids,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.94867,-91.63954,1.0,
PUBLIC HEALTH,Cedar Rapids,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.9767,-91.6878,1.0,
PUBLIC HEALTH,Cedar Rapids,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.9767,-91.6878,1.0,
PUBLIC HEALTH,Cedar Rapids,US,co,0.2,2019-01-03 10:00:00+00:00,ppm,AirNow,41.9767,-91.6878,1.0,
PUBLIC HEALTH,Cedar Rapids,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,41.9767,-91.6878,1.0,
PUBLIC HEALTH 4,Cedar Rapids,US,pm25,9.0,2018-02-28 05:00:00+00:00,µg/m³,AirNow,41.97677,-91.68766,1.0,
Methodist Hill,Chambersburg,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,39.9611,-77.4756,1.0,
WADE,Fayetteville,US,o3,0.052,2019-04-01 19:00:00+00:00,ppm,AirNow,35.15869,-78.72804,1.0,
W OWEN SCH,Fayetteville,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.0414,-78.9531,1.0,
W OWEN SCH,Fayetteville,US,pm10,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.0414,-78.9531,1.0,
EAST BAY,HILLSBOROUGH,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,27.853897,-82.383415,1.0,
GARDINIER,HILLSBOROUGH,US,pm10,18.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,27.864273,-82.38336,1.0,
APOLLO BEACH,HILLSBOROUGH,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,27.779713,-82.41984,1.0,
APOLLO BEACH,HILLSBOROUGH,US,pm25,7.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,27.779713,-82.41984,1.0,
MUNRO STREET,HILLSBOROUGH,US,pm25,4.9,2018-11-05 16:00:00+00:00,µg/m³,AirNow,27.955133,-82.46953,1.0,
MUNRO STREET,HILLSBOROUGH,US,co,0.32,2019-04-01 19:00:00+00:00,ppm,AirNow,27.955133,-82.46953,1.0,
MUNRO STREET,HILLSBOROUGH,US,no2,0.014,2019-04-01 19:00:00+00:00,ppm,AirNow,27.955133,-82.46953,1.0,
Rockingham,Harrisonburg,US,no2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,38.4772,-78.8167,1.0,
Rockingham,Harrisonburg,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,38.4772,-78.8167,1.0,
Rockingham,Harrisonburg,US,so2,0.0,2019-04-01 18:00:00+00:00,ppm,AirNow,38.4772,-78.8167,1.0,
Avon,Indianapolis,US,o3,0.039,2019-03-31 04:00:00+00:00,ppm,AirNow,39.7589,-86.3972,1.0,
Fishers,Indianapolis,US,pm25,2.8,2016-10-27 23:00:00+00:00,µg/m³,AirNow,39.960884,-85.939545,1.0,
Fairland,Indianapolis,US,o3,0.038,2019-04-01 00:00:00+00:00,ppm,AirNow,39.613365,-85.87067,1.0,
Monrovia,Indianapolis,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,39.5756,-86.4778,1.0,
Trafalgar,Indianapolis,US,o3,0.014,2017-11-01 04:00:00+00:00,ppm,AirNow,39.417156,-86.152405,1.0,
Whitestown,Indianapolis,US,o3,0.038,2019-03-31 04:00:00+00:00,ppm,AirNow,39.9975,-86.39528,1.0,
Indpls - I-70 E,Indianapolis,US,pm25,15.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.787933,-86.13088,1.0,
Indpls - I-70 E,Indianapolis,US,bc,0.36,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.787933,-86.13088,1.0,
Indpls - I-70 E,Indianapolis,US,no2,0.016,2019-03-25 17:00:00+00:00,ppm,AirNow,39.787933,-86.13088,1.0,
Indpls - I-70 E,Indianapolis,US,co,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.787933,-86.13088,1.0,
Indpls - I-70 E,Indianapolis,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,39.787933,-86.13088,1.0,
Indpls-E.16th St,Indianapolis,US,o3,0.0,2017-11-01 04:00:00+00:00,ppm,AirNow,39.7892,-86.0608,1.0,
Indpls-W.18th St,Indianapolis,US,pm25,8.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.7889,-86.2147,1.0,
Indpls-Harding St,Indianapolis,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7489,-86.1861,1.0,
Indpls-Harding St,Indianapolis,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7489,-86.1861,1.0,
Indpls- Illinois St,Indianapolis,US,co,0.54,2019-04-01 19:00:00+00:00,ppm,AirNow,39.768055,-86.16,1.0,
Indpls-Ft. Harrison,Indianapolis,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8589,-86.0214,1.0,
Indpls-Washington Pa,Indianapolis,US,so2,0.0,2019-04-01 17:00:00+00:00,ppm,AirNow,39.8108,-86.1147,1.0,
Indpls-Washington Pa,Indianapolis,US,pm10,12.0,2016-03-13 05:00:00+00:00,µg/m³,AirNow,39.8108,-86.1147,1.0,
Indpls-Washington Pa,Indianapolis,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8108,-86.1147,1.0,
Indpls-Washington Pa,Indianapolis,US,bc,1.39,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.8108,-86.1147,1.0,
Indpls-Washington Pa,Indianapolis,US,pm25,3.6,2016-03-13 05:00:00+00:00,µg/m³,AirNow,39.8108,-86.1147,1.0,
Indpls-Washington Pa,Indianapolis,US,co,0.21,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8108,-86.1147,1.0,
Indpls-Washington Pa,Indianapolis,US,no2,0.011,2018-05-31 15:00:00+00:00,ppm,AirNow,39.8108,-86.1147,1.0,
Noblesville-191st St,Indianapolis,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,40.068333,-85.9925,1.0,
Yulee,Jacksonville,US,pm25,5.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.62673,-81.53597,1.0,
Mandarin,Jacksonville,US,pm25,3.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.1358,-81.6339,1.0,
Cisco Drive,Jacksonville,US,o3,0.041,2019-04-01 19:00:00+00:00,ppm,AirNow,30.378166,-81.84079,1.0,
Mayo Clinic,Jacksonville,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,30.2603,-81.4533,1.0,
Mayo Clinic,Jacksonville,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.2603,-81.4533,1.0,
Pepsi Place,Jacksonville,US,pm25,3.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.262808,-81.606834,1.0,
Pepsi Place,Jacksonville,US,no2,0.006,2019-04-01 19:00:00+00:00,ppm,AirNow,30.262808,-81.606834,1.0,
Pepsi Place,Jacksonville,US,co,0.32,2019-04-01 19:00:00+00:00,ppm,AirNow,30.262808,-81.606834,1.0,
Osceola National For,Jacksonville,US,o3,0.034,2019-04-01 19:00:00+00:00,ppm,AirNow,30.1972,-82.445,1.0,
Sheffield Elementary,Jacksonville,US,pm25,5.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.4758,-81.5869,1.0,
Sheffield Elementary,Jacksonville,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,30.4758,-81.5869,1.0,
Vinton,Lake Charles,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,30.2278,-93.5797,1.0,
Carlyss,Lake Charles,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,30.1433,-93.3719,1.0,
Westlake,Lake Charles,US,pm25,5.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.2625,-93.285,1.0,
LAWRENCE,Lawrenceburg,US,pm25,5.0,2019-01-11 14:00:00+00:00,µg/m³,AirNow,35.1158,-87.47,1.0,
Lab Annex,MIAMI - DADE,US,no2,0.005,2019-04-01 19:00:00+00:00,ppm,AirNow,25.798332,-80.21028,1.0,
Lab Annex,MIAMI - DADE,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,25.798332,-80.21028,1.0,
Perimeter,MIAMI - DADE,US,no2,0.009,2019-04-01 19:00:00+00:00,ppm,AirNow,25.785473,-80.2842,1.0,
KNIGHT_P,Mount Vernon,US,pm25,0.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.0889,-88.625,1.0,
KNIGHT_P,Mount Vernon,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,38.0889,-88.625,1.0,
FAB,PHILADELPHIA,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.9603,-75.1424,1.0,
MON,PHILADELPHIA,US,pm25,2.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.988842,-75.20721,1.0,
NEW,PHILADELPHIA,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.99139,-75.08083,1.0,
NEW,PHILADELPHIA,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,39.99139,-75.08083,1.0,
NEW,PHILADELPHIA,US,so2,0.0,2019-04-01 16:00:00+00:00,ppm,AirNow,39.99139,-75.08083,1.0,
RIT,PHILADELPHIA,US,so2,0.001,2019-03-12 13:00:00+00:00,ppm,AirNow,39.922516,-75.18678,1.0,
RIT,PHILADELPHIA,US,pm25,12.0,2019-03-12 13:00:00+00:00,µg/m³,AirNow,39.922516,-75.18678,1.0,
TOR,PHILADELPHIA,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.054173,-74.98517,1.0,
Broadus,POWDER RIVER,US,o3,0.041,2019-04-01 19:00:00+00:00,ppm,AirNow,45.440296,-105.37028,1.0,
Broadus,POWDER RIVER,US,pm25,2.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.440296,-105.37028,1.0,
Broadus,POWDER RIVER,US,pm10,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.440296,-105.37028,1.0,
Cheeka Peak,Port Angeles,US,co,0.11,2019-04-01 19:00:00+00:00,ppm,AirNow,48.2867,-124.6203,1.0,
Cheeka Peak,Port Angeles,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,48.2867,-124.6203,1.0,
Cheeka Peak,Port Angeles,US,pm25,2.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.2867,-124.6203,1.0,
Cheeka Peak,Port Angeles,US,o3,0.043,2019-04-01 19:00:00+00:00,ppm,AirNow,48.2867,-124.6203,1.0,
Neah Bay 2-Makah Tri,Port Angeles,US,pm25,2.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.36606,-124.61005,1.0,
JOHNSTON,Raleigh-Cary,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,35.5,-78.4375,1.0,
JOHNSTON,Raleigh-Cary,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.5,-78.4375,1.0,
Millbrook NCore,Raleigh-Cary,US,co,0.16,2019-04-01 19:00:00+00:00,ppm,AirNow,35.8561,-78.5742,1.0,
Millbrook NCore,Raleigh-Cary,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,35.8561,-78.5742,1.0,
Millbrook NCore,Raleigh-Cary,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,35.8561,-78.5742,1.0,
Millbrook NCore,Raleigh-Cary,US,pm10,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.8561,-78.5742,1.0,
Millbrook NCore,Raleigh-Cary,US,pm25,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.8561,-78.5742,1.0,
Millbrook NCore,Raleigh-Cary,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,35.8561,-78.5742,1.0,
Triple Oak - Near Ro,Raleigh-Cary,US,pm25,7.0,2019-03-28 16:00:00+00:00,µg/m³,AirNow,35.8652,-78.8197,1.0,
Triple Oak - Near Ro,Raleigh-Cary,US,no2,0.007,2019-04-01 19:00:00+00:00,ppm,AirNow,35.8652,-78.8197,1.0,
Triple Oak - Near Ro,Raleigh-Cary,US,co,0.22,2019-04-01 19:00:00+00:00,ppm,AirNow,35.8652,-78.8197,1.0,
Wamsutter,Rock Springs,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,41.6778,-108.0242,1.0,
Wamsutter,Rock Springs,US,o3,0.051,2019-04-01 20:00:00+00:00,ppm,AirNow,41.6778,-108.0242,1.0,
Wamsutter,Rock Springs,US,pm10,6.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,41.6778,-108.0242,1.0,
Montoursville,Williamsport,US,o3,0.046,2019-04-01 20:00:00+00:00,ppm,AirNow,41.2508,-76.9239,1.0,
YOR1,York-Hanover,US,o3,0.036,2018-10-13 20:00:00+00:00,ppm,AirNow,39.8608,-76.4619,1.0,
YORK,York-Hanover,US,pm25,29.6,2018-11-20 11:00:00+00:00,µg/m³,AirNow,39.9653,-76.6994,1.0,
YORK,York-Hanover,US,o3,0.038,2018-10-13 20:00:00+00:00,ppm,AirNow,39.9653,-76.6994,1.0,
Brigantine,Atlantic City,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,39.46487,-74.44874,1.0,
Brigantine,Atlantic City,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.46487,-74.44874,1.0,
Brigantine,Atlantic City,US,pm25,0.5,2019-04-01 12:00:00+00:00,µg/m³,AirNow,39.46487,-74.44874,1.0,
Mammoth Cave NP,Bowling Green,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,37.1314,-86.1481,1.0,
Mammoth Cave NP,Bowling Green,US,pm25,1.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.1314,-86.1481,1.0,
Lancaster,Coeur d'Alene,US,pm25,4.0,2019-04-01 18:00:00+00:00,µg/m³,AirNow,47.7889,-116.8044,1.0,
Lancaster,Coeur d'Alene,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,47.7889,-116.8044,1.0,
Adams,Denver-Aurora,US,pm25,11.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.82839,-104.93846,1.0,
Aspen Park,Denver-Aurora,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,39.5415,-105.2984,1.0,
Denver - NJH - 14th,Denver-Aurora,US,pm25,3.6,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.7386,-104.9394,1.0,
Welby - 78th Ave. &,Denver-Aurora,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8392,-104.9489,1.0,
Welby - 78th Ave. &,Denver-Aurora,US,co,0.1,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8392,-104.9489,1.0,
Welby - 78th Ave. &,Denver-Aurora,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8392,-104.9489,1.0,
Welby - 78th Ave. &,Denver-Aurora,US,pm10,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.8392,-104.9489,1.0,
Welby - 78th Ave. &,Denver-Aurora,US,no2,0.002,2019-04-01 19:00:00+00:00,ppm,AirNow,39.8392,-104.9489,1.0,
Chatfield Park - 115,Denver-Aurora,US,o3,0.055,2019-04-01 19:00:00+00:00,ppm,AirNow,39.5339,-105.07,1.0,
Chatfield Park - 115,Denver-Aurora,US,pm25,3.5,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.5339,-105.07,1.0,
Denver - CAMP - 2105,Denver-Aurora,US,pm25,3.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.7511,-104.9872,1.0,
Denver - CAMP - 2105,Denver-Aurora,US,pm10,19.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.7511,-104.9872,1.0,
Denver - CAMP - 2105,Denver-Aurora,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7511,-104.9872,1.0,
Denver - CAMP - 2105,Denver-Aurora,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7511,-104.9872,1.0,
Denver - CAMP - 2105,Denver-Aurora,US,no2,0.006,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7511,-104.9872,1.0,
Denver - CAMP - 2105,Denver-Aurora,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7511,-104.9872,1.0,
Golden - NREL - 2054,Denver-Aurora,US,o3,0.054,2019-04-01 19:00:00+00:00,ppm,AirNow,39.7419,-105.1786,1.0,
