location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours,
Location where data was measured,City containing location,Country containing measurement in 2 letter ISO code,Name of the Pollutant being measured. Allowed values: PM25| PM10| SO2| NO2| O3| CO| BC,Latest measured value for the pollutant,The datetime at which the pollutant was measured| in ISO 8601 format,The unit the value was measured in coded by UCUM Code,Name of the source of the data,Latitude in decimal degrees. Precision >3 decimal points.,Longitude in decimal degrees. Precision >3 decimal points.,The number of hours the value was averaged over.,
Daniel South,SUBLETTE,US,pm10,11.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,42.7914,-110.0547,1.0,
Daniel South,SUBLETTE,US,o3,0.048,2019-04-01 20:00:00+00:00,ppm,AirNow,42.7914,-110.0547,1.0,
Pinedale Gaseous,SUBLETTE,US,no2,0.002,2019-04-01 20:00:00+00:00,ppm,AirNow,42.8698,-109.8708,1.0,
Pinedale Gaseous,SUBLETTE,US,o3,0.058,2019-04-01 20:00:00+00:00,ppm,AirNow,42.8698,-109.8708,1.0,
Pinedale Gaseous,SUBLETTE,US,pm25,4.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,42.8698,-109.8708,1.0,
Santa Fe Airport,Santa Fe,US,pm25,2.0,2019-03-30 02:00:00+00:00,µg/m³,AirNow,35.6198,-106.0797,1.0,
Santa Fe Airport,Santa Fe,US,o3,0.039,2019-04-01 18:00:00+00:00,ppm,AirNow,35.6198,-106.0797,1.0,
Savannah L&A,Savannah,US,pm25,4.8,2019-03-31 23:00:00+00:00,µg/m³,AirNow,32.0903,-81.1306,1.0,
Savannah L&A,Savannah,US,so2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,32.0903,-81.1306,1.0,
Savannah L&A,Savannah,US,pm10,10.0,2019-03-31 23:00:00+00:00,µg/m³,AirNow,32.0903,-81.1306,1.0,
Savannah East Presid,Savannah,US,so2,0.003,2019-04-01 19:00:00+00:00,ppm,AirNow,32.0683,-81.0489,1.0,
Savannah East Presid,Savannah,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,32.0683,-81.0489,1.0,
Sheridan Mobile,Sheridan,US,so2,0.0,2018-09-18 14:00:00+00:00,ppm,AirNow,44.80353,-106.96176,1.0,
Sheridan Mobile,Sheridan,US,no2,0.01,2018-09-18 14:00:00+00:00,ppm,AirNow,44.80353,-106.96176,1.0,
Sheridan Mobile,Sheridan,US,pm25,-1.0,2018-09-18 13:00:00+00:00,µg/m³,AirNow,44.80353,-106.96176,1.0,
Sheridan Mobile,Sheridan,US,o3,0.006,2018-09-18 14:00:00+00:00,ppm,AirNow,44.80353,-106.96176,1.0,
Sheridan Mobile,Sheridan,US,pm10,17.0,2018-09-18 13:00:00+00:00,µg/m³,AirNow,44.80353,-106.96176,1.0,
SOMERST,Somerset,US,o3,0.046,2019-04-01 18:00:00+00:00,ppm,AirNow,37.0978,-84.6117,1.0,
Laurel Hill,Somerset,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,39.9878,-79.2514,1.0,
TracyAP,Stockton,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.6825,-121.4406,1.0,
TracyAP,Stockton,US,pm10,21.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.6825,-121.4406,1.0,
TracyAP,Stockton,US,no2,0.01,2019-04-01 19:00:00+00:00,ppm,AirNow,37.6825,-121.4406,1.0,
TracyAP,Stockton,US,o3,0.029,2019-04-01 19:00:00+00:00,ppm,AirNow,37.6825,-121.4406,1.0,
Stockton - Hazelton,Stockton,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.9508,-121.2675,1.0,
Stockton - Hazelton,Stockton,US,no2,0.014,2019-04-01 19:00:00+00:00,ppm,AirNow,37.9508,-121.2675,1.0,
Stockton - Hazelton,Stockton,US,co,0.25,2019-04-01 19:00:00+00:00,ppm,AirNow,37.9508,-121.2675,1.0,
Stockton - Hazelton,Stockton,US,o3,0.027,2019-04-01 19:00:00+00:00,ppm,AirNow,37.9508,-121.2675,1.0,
E Syracuse,Syracuse,US,o3,0.046,2019-02-04 16:00:00+00:00,ppm,AirNow,43.0528,-76.0597,1.0,
Valdosta,Valdosta,US,pm25,4.0,2018-03-04 22:00:00+00:00,µg/m³,AirNow,30.8486,-83.2933,1.0,
Victoria C87,Victoria,US,o3,0.038,2019-04-01 19:00:00+00:00,ppm,AirNow,28.8358,-97.0056,1.0,
WHEELING,Wheeling,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,40.1147,-80.7008,1.0,
MOUNDSVILLE,Wheeling,US,pm25,5.7,2018-08-16 01:00:00+00:00,µg/m³,AirNow,39.9158,-80.7342,1.0,
Due West,ABBEVILLE,US,o3,0.041,2017-01-10 18:00:00+00:00,ppm,AirNow,34.3253,-82.3861,1.0,
Taylorsville Liledou,ALEXANDER,US,pm10,13.0,2017-04-18 11:00:00+00:00,µg/m³,AirNow,35.9139,-81.191,1.0,
Taylorsville Liledou,ALEXANDER,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,35.9139,-81.191,1.0,
Butte,ANCHORAGE,US,pm10,4.0,2018-07-12 16:00:00+00:00,µg/m³,AirNow,61.534164,-149.03166,1.0,
Butte,ANCHORAGE,US,pm25,0.0,2018-07-12 16:00:00+00:00,µg/m³,AirNow,61.534164,-149.03166,1.0,
7004,ARCHULETA,US,no2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,37.20586,-107.25412,1.0,
7004,ARCHULETA,US,so2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,37.20586,-107.25412,1.0,
7004,ARCHULETA,US,o3,0.047,2019-04-01 20:00:00+00:00,ppm,AirNow,37.20586,-107.25412,1.0,
MICMAC,AROOSTOOK,US,o3,0.039,2019-04-01 19:00:00+00:00,ppm,AirNow,46.6964,-68.0331,1.0,
MICMAC,AROOSTOOK,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,46.6964,-68.0331,1.0,
MICMAC,AROOSTOOK,US,co,0.15,2019-04-01 19:00:00+00:00,ppm,AirNow,46.6964,-68.0331,1.0,
MICMAC,AROOSTOOK,US,pm25,4.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.6964,-68.0331,1.0,
MICMAC,AROOSTOOK,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,46.6964,-68.0331,1.0,
Ashland,AROOSTOOK,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,46.604,-68.4135,1.0,
Littleton,AROOSTOOK,US,pm25,5.7,2017-10-24 08:00:00+00:00,µg/m³,AirNow,46.22873,-67.88257,1.0,
Madawaska PSB,AROOSTOOK,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,47.3553,-68.3211,1.0,
Presque Isle Riversi,AROOSTOOK,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.6823,-68.0162,1.0,
Presque Isle Riversi,AROOSTOOK,US,pm10,55.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,46.6823,-68.0162,1.0,
Garden,Anchorage,US,co,0.9,2019-04-01 18:00:00+00:00,ppm,AirNow,61.20586,-149.8246,1.0,
Garden,Anchorage,US,pm25,14.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,61.20586,-149.8246,1.0,
Parkgate (Eagle Rive,Anchorage,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,61.3267,-149.5697,1.0,
Parkgate (Eagle Rive,Anchorage,US,pm10,76.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,61.3267,-149.5697,1.0,
Ann Arbor,Ann Arbor,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,42.4164,-83.9019,1.0,
YPSILANTI,Ann Arbor,US,pm25,4.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.24,-83.5997,1.0,
YPSILANTI,Ann Arbor,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,42.24,-83.5997,1.0,
BDED,Asheville,US,pm25,5.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.6075,-82.5833,1.0,
BNTCR,Asheville,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,35.5,-82.6,1.0,
FRYPAN,Asheville,US,o3,0.053,2019-04-01 19:00:00+00:00,ppm,AirNow,35.3792,-82.7925,1.0,
PURCHASE,Asheville,US,o3,0.054,2019-04-01 19:00:00+00:00,ppm,AirNow,35.5872,-83.0753,1.0,
Skyland DRR,Asheville,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,35.48186,-82.509865,1.0,
Conneaut,Ashtabula,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.959694,-80.57281,1.0,
Conneaut,Ashtabula,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,41.959694,-80.57281,1.0,
Hart Miller Island,BALTIMORE,US,o3,0.004,2018-02-16 13:00:00+00:00,ppm,AirNow,39.2572,-76.3446,1.0,
Baltimore County Nea,BALTIMORE,US,no2,0.009,2019-04-01 19:00:00+00:00,ppm,AirNow,39.371677,-76.74681,1.0,
NorthAdams,BERKSHIRE,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.702225,-73.11041,1.0,
PittsfieldES,BERKSHIRE,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,42.453033,-73.23878,1.0,
PittsfieldES,BERKSHIRE,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.453033,-73.23878,1.0,
Research Farm,BROOKINGS,US,pm25,7.7,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.348602,-96.8073,1.0,
Research Farm,BROOKINGS,US,o3,0.054,2019-04-01 19:00:00+00:00,ppm,AirNow,44.348602,-96.8073,1.0,
Research Farm,BROOKINGS,US,pm10,36.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.348602,-96.8073,1.0,
Southport DRR,BRUNSWICK,US,so2,0.019,2019-04-01 19:00:00+00:00,ppm,AirNow,33.942223,-78.019165,1.0,
Brunswick,Brunswick,US,o3,0.042,2019-04-01 19:00:00+00:00,ppm,AirNow,31.1694,-81.4964,1.0,
ARB OER,CA8 - ARB,US,pm25,-4.0,2016-08-08 16:00:00+00:00,µg/m³,AirNow,38.568504,-121.493256,1.0,
Big Sur,CA8 - ARB,US,pm25,233.0,2016-08-08 16:00:00+00:00,µg/m³,AirNow,36.247875,-121.78139,1.0,
SJ Baut,CA8 - ARB,US,pm25,45.0,2016-08-08 16:00:00+00:00,µg/m³,AirNow,36.845375,-121.53731,1.0,
Winters,CA8 - ARB,US,pm25,5.0,2016-08-08 16:00:00+00:00,µg/m³,AirNow,38.525566,-121.96794,1.0,
MMCA81006,CA8 - ARB,US,pm25,13.0,2016-08-18 22:00:00+00:00,µg/m³,AirNow,35.758396,-120.69644,1.0,
MMCA81010,CA8 - ARB,US,pm25,50.0,2018-11-20 17:00:00+00:00,µg/m³,AirNow,39.649143,-121.64968,1.0,
MMCA81023,CA8 - ARB,US,pm25,-1.0,2017-11-14 13:00:00+00:00,µg/m³,AirNow,38.334915,-122.258026,1.0,
MMCA81033,CA8 - ARB,US,pm25,14.0,2018-09-08 15:00:00+00:00,µg/m³,AirNow,38.506985,-122.47151,1.0,
San Miguel,CA8 - ARB,US,pm25,9.0,2016-08-19 18:00:00+00:00,µg/m³,AirNow,35.758408,-120.69623,1.0,
Hidden Valley School,CA8 - ARB,US,pm25,-1.0,2017-12-04 04:00:00+00:00,µg/m³,AirNow,38.473576,-122.700745,1.0,
Rincon Valley School,CA8 - ARB,US,pm25,3.0,2017-12-04 04:00:00+00:00,µg/m³,AirNow,38.481857,-122.67072,1.0,
Santa Rosa Fire Stat,CA8 - ARB,US,pm25,24.0,2017-12-04 04:00:00+00:00,µg/m³,AirNow,38.43832,-122.67102,1.0,
Vichy Elementary Sch,CA8 - ARB,US,pm25,4.0,2017-12-04 04:00:00+00:00,µg/m³,AirNow,38.335022,-122.25798,1.0,
San Andreas,CALAVERAS,US,o3,0.031,2019-04-01 19:00:00+00:00,ppm,AirNow,38.2019,-120.6806,1.0,
San Andreas,CALAVERAS,US,pm10,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.2019,-120.6806,1.0,
San Andreas,CALAVERAS,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.2019,-120.6806,1.0,
BONDVILLE,CHAMPAIGN,US,pm25,2.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,40.052242,-88.37255,1.0,
Fallon,CHURCHILL,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,39.47247,-118.78362,1.0,
Multorpor,CLACKAMAS,US,pm25,11.7,2018-10-19 16:00:00+00:00,µg/m³,AirNow,45.28845,-121.782776,1.0,
Speedwell,CLAIBORNE,US,o3,0.048,2019-04-01 18:00:00+00:00,ppm,AirNow,36.47,-83.83,1.0,
Watertown,CODINGTON,US,pm25,5.8,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.89965,-97.1288,1.0,
Watertown,CODINGTON,US,pm10,17.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.89965,-97.1288,1.0,
Blackwater NWR,Cambridge,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,38.445,-76.1114,1.0,
Corsicana C1051,Corsicana,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,32.0319,-96.3992,1.0,
Corsicana C1051,Corsicana,US,pm25,6.6,2019-04-01 15:00:00+00:00,µg/m³,AirNow,32.0319,-96.3992,1.0,
Corvallis - Circle B,Corvallis,US,pm25,5.2,2019-04-01 20:00:00+00:00,µg/m³,AirNow,44.5884,-123.2673,1.0,
Sisters Forest Servi,DESCHUTES,US,pm25,3.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,44.2921,-121.5555,1.0,
Theodore Roosevelt N,Dickinson,US,o3,0.028,2019-03-26 17:00:00+00:00,ppm,AirNow,46.9497,-103.5144,1.0,
DYERTEOM,Dyersburg,US,pm25,6.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,36.0528,-89.3819,1.0,
EFFINGHM,Effingham,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,39.0667,-88.5483,1.0,
Brawley - 220 Main S,El Centro,US,pm10,21.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.9783,-115.5383,1.0,
Calexico - Ethel Str,El Centro,US,co,0.11,2019-04-01 19:00:00+00:00,ppm,AirNow,32.6761,-115.4833,1.0,
Calexico - Ethel Str,El Centro,US,no2,0.003,2019-04-01 19:00:00+00:00,ppm,AirNow,32.6761,-115.4833,1.0,
Calexico - Ethel Str,El Centro,US,pm10,29.0,2019-04-01 03:00:00+00:00,µg/m³,AirNow,32.6761,-115.4833,1.0,
Calexico - Ethel Str,El Centro,US,o3,0.055,2019-04-01 19:00:00+00:00,ppm,AirNow,32.6761,-115.4833,1.0,
Calexico - Ethel Str,El Centro,US,pm25,1.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.6761,-115.4833,1.0,
Calexico - Ethel Str,El Centro,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,32.6761,-115.4833,1.0,
El Centro - 9th Stre,El Centro,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.7917,-115.5617,1.0,
El Centro - 9th Stre,El Centro,US,pm10,23.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,32.7917,-115.5617,1.0,
El Centro - 9th Stre,El Centro,US,o3,0.056,2019-04-01 19:00:00+00:00,ppm,AirNow,32.7917,-115.5617,1.0,
Niland - English Roa,El Centro,US,pm10,13.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.2136,-115.5444,1.0,
Niland - English Roa,El Centro,US,pm25,11.0,2017-10-04 04:00:00+00:00,µg/m³,AirNow,33.2136,-115.5444,1.0,
Niland - English Roa,El Centro,US,o3,0.038,2019-04-01 19:00:00+00:00,ppm,AirNow,33.2136,-115.5444,1.0,
Westmorland - 570 Co,El Centro,US,pm10,12.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.0325,-115.6225,1.0,
Westmorland - 570 Co,El Centro,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,33.0325,-115.6225,1.0,
El Dorado,El Dorado,US,pm25,1.3,2019-04-01 19:00:00+00:00,µg/m³,AirNow,33.215,-92.6689,1.0,
Bridgeport-Edison,FAIRFIELD,US,so2,0.002,2017-01-10 16:00:00+00:00,ppm,AirNow,41.195,-73.1635,1.0,
NCore,Fairbanks,US,so2,0.005,2019-04-01 19:00:00+00:00,ppm,AirNow,64.8458,-147.72726,1.0,
NCore,Fairbanks,US,pm10,8.0,2017-01-12 23:00:00+00:00,µg/m³,AirNow,64.8458,-147.72726,1.0,
NCore,Fairbanks,US,o3,0.028,2019-04-01 19:00:00+00:00,ppm,AirNow,64.8458,-147.72726,1.0,
NCore,Fairbanks,US,co,0.2,2019-04-01 19:00:00+00:00,ppm,AirNow,64.8458,-147.72726,1.0,
NCore,Fairbanks,US,pm25,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,64.8458,-147.72726,1.0,
North Pole Fire Stat,Fairbanks,US,pm25,-0.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,64.76297,-147.3103,1.0,
Grand Canyon NP,Flagstaff,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,36.055,-112.1531,1.0,
Flagstaff Middle Sch,Flagstaff,US,o3,0.05,2019-04-01 18:00:00+00:00,ppm,AirNow,35.206112,-111.65278,1.0,
BUTNER,GRANVILLE,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,36.1408,-78.7692,1.0,
KEWAUNEE,Green Bay,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,44.4428,-87.5061,1.0,
GREEN BAY UW,Green Bay,US,o3,0.036,2019-04-01 19:00:00+00:00,ppm,AirNow,44.53,-87.9089,1.0,
GREEN BAY E HIGH,Green Bay,US,so2,-0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,44.5167,-87.9939,1.0,
GREEN BAY E HIGH,Green Bay,US,pm25,8.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,44.5167,-87.9939,1.0,
Hoover Sc,Iowa City,US,pm25,9.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.658195,-91.50347,1.0,
Waurika,JEFFERSON,US,o3,0.034,2018-11-27 17:00:00+00:00,ppm,AirNow,34.2267,-98.0367,1.0,
Jefferson-Laatsch,JEFFERSON,US,o3,0.044,2019-04-01 19:00:00+00:00,ppm,AirNow,43.0034,-88.8283,1.0,
Carrithers Middle Sc,JEFFERSON,US,pm25,5.2,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.1825,-85.5744,1.0,
Carrithers Middle Sc,JEFFERSON,US,pm10,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,38.1825,-85.5744,1.0,
Carrithers Middle Sc,JEFFERSON,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,38.1825,-85.5744,1.0,
Madras - Westside Sc,JEFFERSON,US,pm25,4.9,2019-04-01 20:00:00+00:00,µg/m³,AirNow,44.6306,-121.1316,1.0,
Port Townsend-San Ju,JEFFERSON,US,pm25,5.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,48.1291,-122.7789,1.0,
Cave Junction Forest,JOSEPHINE,US,pm25,3.3,2019-04-01 20:00:00+00:00,µg/m³,AirNow,42.1617,-123.64835,1.0,
Johnstown,Johnstown,US,pm25,3.5,2019-04-01 20:00:00+00:00,µg/m³,AirNow,40.3097,-78.9158,1.0,
Johnstown,Johnstown,US,o3,0.043,2019-04-01 20:00:00+00:00,ppm,AirNow,40.3097,-78.9158,1.0,
Mobile-White Salmon,KLICKITAT,US,pm25,5.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,45.73593,-121.488396,1.0,
Glacier NP,Kalispell,US,o3,0.038,2019-04-01 19:00:00+00:00,ppm,AirNow,48.5103,-113.9956,1.0,
AIR LAB,Knoxville,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.9803,-83.9306,1.0,
EASTKNOX,Knoxville,US,o3,0.051,2019-04-01 19:00:00+00:00,ppm,AirNow,36.085,-83.7644,1.0,
LOUDONMS,Knoxville,US,pm25,8.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.7197,-84.3417,1.0,
LOUDONMS,Knoxville,US,o3,0.049,2019-04-01 19:00:00+00:00,ppm,AirNow,35.7197,-84.3417,1.0,
SPRINGHILL,Knoxville,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,36.0183,-83.8761,1.0,
Look Rock - GSMNP,Knoxville,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,35.6322,-83.9422,1.0,
Look Rock - GSMNP,Knoxville,US,co,0.15,2019-04-01 19:00:00+00:00,ppm,AirNow,35.6322,-83.9422,1.0,
Look Rock - GSMNP,Knoxville,US,pm25,4.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,35.6322,-83.9422,1.0,
Cades Cove - GSMNP,Knoxville,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,35.6031,-83.7836,1.0,
Sheldon Station,LANCASTER,US,so2,0.001,2019-04-01 20:00:00+00:00,ppm,AirNow,40.55476,-96.78035,1.0,
LACROSSE DOT,La Crosse,US,pm25,9.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.7781,-91.225,1.0,
LACROSSE DOT,La Crosse,US,o3,0.037,2019-04-01 19:00:00+00:00,ppm,AirNow,43.7781,-91.225,1.0,
Cove - City Hall,La Grande,US,pm25,6.9,2018-10-02 21:00:00+00:00,µg/m³,AirNow,45.300884,-117.8129,1.0,
La Grande - N. Ash S,La Grande,US,pm25,6.3,2016-09-12 19:00:00+00:00,µg/m³,AirNow,45.339,-118.09521,1.0,
La Grande Hall & N S,La Grande,US,pm25,3.3,2019-04-01 20:00:00+00:00,µg/m³,AirNow,45.3235,-118.0778,1.0,
Flora,Lafayette,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,40.540558,-86.553055,1.0,
Lafayette,Lafayette,US,pm25,7.4,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.2258,-92.0428,1.0,
Lafayette,Lafayette,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,30.2258,-92.0428,1.0,
St. Martinville,Lafayette,US,o3,0.054,2019-03-28 21:00:00+00:00,ppm,AirNow,30.008886,-91.8696,1.0,
Lafayette-Greenbush,Lafayette,US,pm25,12.6,2016-03-13 05:00:00+00:00,µg/m³,AirNow,40.4316,-86.8525,1.0,
Lake City,Lake City,US,o3,0.033,2019-04-01 19:00:00+00:00,ppm,AirNow,30.1783,-82.6192,1.0,
Lake City,Lake City,US,pm25,3.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,30.1783,-82.6192,1.0,
LAN1,Lancaster,US,pm25,29.7,2018-11-20 11:00:00+00:00,µg/m³,AirNow,40.0439,-76.1125,1.0,
LAN1,Lancaster,US,o3,0.037,2018-10-13 20:00:00+00:00,ppm,AirNow,40.0439,-76.1125,1.0,
LANC,Lancaster,US,o3,0.039,2018-10-13 20:00:00+00:00,ppm,AirNow,40.0467,-76.2833,1.0,
LANC,Lancaster,US,pm25,28.9,2018-11-20 11:00:00+00:00,µg/m³,AirNow,40.0467,-76.2833,1.0,
Ukiah Library,MENDOCINO,US,pm25,0.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.15048,-123.20653,1.0,
Fort Bragg High Scho,MENDOCINO,US,pm10,11.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,39.43734,-123.78766,1.0,
Pembroke Exchange St,MERRIMACK,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,43.13246,-71.458244,1.0,
ChelmsfordNR,MIDDLESEX,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.612114,-71.30752,1.0,
ChelmsfordNR,MIDDLESEX,US,no2,0.001,2019-04-01 19:00:00+00:00,ppm,AirNow,42.612114,-71.30752,1.0,
ChelmsfordNR,MIDDLESEX,US,o3,0.046,2019-04-01 19:00:00+00:00,ppm,AirNow,42.612114,-71.30752,1.0,
Middletown-CVH-Shed,MIDDLESEX,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,41.55,-72.626,1.0,
MILWAUKEE COLLEGE AV,MILWAUKEE,US,pm25,8.1,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.93257,-87.93434,1.0,
MILWAUKEE COLLEGE AV,MILWAUKEE,US,no2,0.012,2019-04-01 19:00:00+00:00,ppm,AirNow,42.93257,-87.93434,1.0,
MILWAUKEE COLLEGE AV,MILWAUKEE,US,co,0.25,2019-04-01 19:00:00+00:00,ppm,AirNow,42.93257,-87.93434,1.0,
Milwaukee College Av,MILWAUKEE,US,pm25,3.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,42.93057,-87.932106,1.0,
Sioux Falls,MINNEHAHA,US,pm25,2.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.54792,-96.70077,1.0,
Sioux Falls,MINNEHAHA,US,o3,0.038,2019-04-01 19:00:00+00:00,ppm,AirNow,43.54792,-96.70077,1.0,
Sioux Falls,MINNEHAHA,US,pm10,23.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.54792,-96.70077,1.0,
Cortez Ozone,MONTEZUMA,US,o3,0.048,2019-04-01 19:00:00+00:00,ppm,AirNow,37.34997,-108.58737,1.0,
Mesa Verde NP,MONTEZUMA,US,o3,0.05,2019-04-01 19:00:00+00:00,ppm,AirNow,37.1983,-108.4903,1.0,
Gresham,MULTNOMAH,US,pm25,2.2,2018-05-10 17:00:00+00:00,µg/m³,AirNow,45.511986,-122.48203,1.0,
Muscatine, MUSCATINE,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4014,-91.0684,1.0,
Muscatine, MUSCATINE,US,pm25,7.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,41.4014,-91.0684,1.0,
MANITOWOC,Manitowoc,US,o3,0.036,2019-04-01 19:00:00+00:00,ppm,AirNow,44.1386,-87.6161,1.0,
McAlester,McAlester,US,pm10,22.0,2018-01-03 16:00:00+00:00,µg/m³,AirNow,34.906082,-95.79413,1.0,
McAlester,McAlester,US,pm25,8.0,2019-04-01 20:00:00+00:00,µg/m³,AirNow,34.906082,-95.79413,1.0,
McAlester,McAlester,US,o3,0.05,2019-04-01 20:00:00+00:00,ppm,AirNow,34.906082,-95.79413,1.0,
Greenwood,Muscatine,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4192,-91.0708,1.0,
Musser Pa,Muscatine,US,so2,0.0,2019-04-01 19:00:00+00:00,ppm,AirNow,41.4078,-91.0625,1.0,
Reubens-ID,NEZ PERCE,US,pm25,3.1,2018-10-04 21:00:00+00:00,µg/m³,AirNow,46.3349,-116.5358,1.0,
OWENPRI,Owensboro,US,pm25,5.9,2019-04-01 19:00:00+00:00,µg/m³,AirNow,37.7808,-87.0756,1.0,
OWENPRI,Owensboro,US,o3,0.045,2019-04-01 19:00:00+00:00,ppm,AirNow,37.7808,-87.0756,1.0,
LEWISPOR,Owensboro,US,o3,0.047,2019-04-01 19:00:00+00:00,ppm,AirNow,37.9389,-86.8969,1.0,
Emmetsburg, ILCC,PALO ALTO,US,pm25,11.0,2019-04-01 19:00:00+00:00,µg/m³,AirNow,43.1233,-94.6933,1.0,
